name,age,gender,profession,morality,brutishness,mercantileAbility,craftingAbility,cleverness,lawfulness
Prudence,33,Female,Craftsman,69,16,34,32,2,11
Pennie,27,Female,Merchant,33,77,71,42,24,53
Nydia,71,Female,Scavenger,32,24,94,8,81,65
Mackenzie,31,Female,Farmer,4,27,68,78,30,74
Orpha,23,Female,Mercenary,85,15,77,52,30,41
Marvel,69,Female,None,83,68,29,0,39,29
Lizbeth,61,Female,Miner,63,18,77,51,96,43
Laurette,14,Female,Mercenary,86,93,16,61,15,16
Jerrie,74,Female,Panhandler,26,95,41,84,67,0
Hermelinda,24,Female,Scavenger,22,76,63,67,3,20
Carolee,95,Female,Adventurer,30,93,91,66,72,82
Tierra,91,Female,Craftsman,40,35,68,91,85,59
Mirian,75,Female,Scavenger,42,64,76,95,40,61
Meta,92,Female,Mercenary,34,54,65,57,8,94
Melony,90,Female,Scavenger,84,26,23,21,62,8
Kori,20,Female,None,31,73,57,78,58,65
Jennette,80,Female,Scavenger,62,94,97,36,6,11
Caitlyn,64,Female,Panhandler,71,39,48,36,12,18
Starr,85,Female,Merchant,91,72,80,88,87,69
Felicitas,94,Female,None,84,15,82,49,61,39
Cherly,55,Female,Mercenary,69,3,27,93,43,88
Caryl,87,Female,Mercenary,64,81,38,93,59,4
Yolonda,62,Female,Mercenary,66,90,29,63,64,81
Yasmin,28,Female,Farmer,22,64,83,61,18,54
Jamila,47,Female,Panhandler,69,28,11,82,18,10
Ena,37,Female,Merchant,81,32,90,50,90,50
Anh,10,Female,Adventurer,41,99,21,84,15,11
Yoshiko,86,Female,Scavenger,73,64,7,32,67,51
Susannah,57,Female,Panhandler,56,18,86,6,76,30
Salina,72,Female,Miner,10,48,51,40,47,86
Rhiannon,55,Female,None,53,21,36,88,66,100
Joleen,38,Female,Scavenger,16,92,10,91,92,0
Cristine,28,Female,Panhandler,78,61,10,90,49,61
Jada,40,Female,Panhandler,17,21,65,30,5,97
Ilse,69,Female,Mercenary,64,39,46,74,100,63
Hailey,90,Female,Adventurer,58,72,45,23,1,59
Brittani,35,Female,Panhandler,100,53,9,82,57,68
Zona,40,Female,Panhandler,91,86,80,67,37,5
Syble,99,Female,Mercenary,59,22,76,51,73,22
Sherryl,78,Female,Farmer,23,33,18,36,91,27
Randy,99,Female,Adventurer,96,30,78,22,5,0
Nidia,28,Female,Adventurer,41,83,0,54,33,49
Marlo,49,Female,Panhandler,3,46,36,76,71,78
Kandice,84,Female,Mercenary,79,97,60,58,78,98
Kandi,39,Female,None,99,46,9,98,45,16
Deb,68,Female,Panhandler,3,67,67,27,15,21
Dean,93,Female,Scavenger,90,83,14,64,14,57
America,28,Female,Farmer,29,27,16,10,78,25
Alycia,77,Female,Adventurer,77,70,57,99,11,84
Tommy,23,Female,Adventurer,69,41,99,23,4,46
Ronna,36,Female,Miner,53,9,82,80,34,6
Ashton,61,Female,Mercenary,14,40,68,2,24,64
Aracely,13,Female,Miner,72,82,0,18,28,15
Tomeka,94,Female,Adventurer,60,78,27,22,84,5
Shalonda,19,Female,Merchant,8,49,32,53,3,2
Marti,60,Female,Miner,71,34,66,95,88,89
Lacie,77,Female,Mercenary,64,40,8,87,12,30
Kala,48,Female,None,21,79,50,20,43,58
Norene,31,Female,Panhandler,92,54,17,94,52,17
Mercy,96,Female,Merchant,60,96,18,2,69,67
Jose,22,Female,Farmer,20,92,40,11,98,89
Ingeborg,59,Female,Miner,14,73,72,51,55,75
Giovanna,71,Female,Scavenger,13,55,50,89,55,71
Gemma,72,Female,Farmer,66,19,51,55,0,65
Christel,41,Female,Panhandler,99,84,19,74,89,84
Audry,58,Female,Adventurer,30,2,91,69,80,25
Zora,70,Female,Miner,15,6,53,4,80,83
Mazie,40,Female,Miner,68,32,85,37,20,68
Jazmin,25,Female,Scavenger,88,85,1,39,76,76
Inga,38,Female,Merchant,60,98,71,54,75,96
Hoa,76,Female,Adventurer,58,17,82,82,94,33
Hettie,88,Female,None,81,58,78,47,33,27
Geralyn,53,Female,Adventurer,54,79,72,20,85,40
Fonda,20,Female,Merchant,94,40,52,84,15,66
Estrella,37,Female,Miner,27,21,22,47,17,78
Adella,63,Female,Panhandler,44,14,27,6,23,40
Su,44,Female,Panhandler,66,19,7,80,66,58
Sarita,31,Female,Mercenary,19,18,13,9,53,25
Rina,68,Female,Miner,37,47,14,21,52,24
Milissa,13,Female,Mercenary,96,18,48,60,80,3
Maribeth,89,Female,Panhandler,30,49,0,50,53,35
Golda,47,Female,None,46,18,14,75,24,84
Evon,37,Female,Scavenger,72,26,89,57,71,78
Ethelyn,16,Female,None,37,94,95,75,90,59
Enedina,42,Female,Merchant,20,81,78,19,11,17
Vita,36,Female,Scavenger,99,85,6,28,57,60
Van,71,Female,Craftsman,42,100,66,78,93,77
Trish,45,Female,Merchant,14,100,44,46,31,81
Stephaine,81,Female,Merchant,45,94,5,32,56,31
Shirlee,53,Female,None,40,24,15,51,15,16
Shanika,55,Female,Farmer,47,52,6,94,82,57
Melonie,28,Female,Mercenary,11,1,90,18,69,30
Cherise,63,Female,Farmer,36,32,30,22,7,16
Chana,63,Female,Panhandler,9,12,17,80,83,8
Velva,40,Female,Craftsman,67,64,97,91,82,1
Tawanna,86,Female,Mercenary,50,5,88,54,97,26
Sade,78,Female,Mercenary,75,67,27,89,99,100
Mirta,11,Female,Merchant,6,13,75,48,9,83
Li,42,Female,None,27,22,15,47,48,45
Karie,49,Female,Craftsman,44,61,96,98,70,44
Jacinta,74,Female,Farmer,38,48,82,6,17,30
Nelle,76,Female,Miner,20,41,73,68,13,44
Mindi,60,Female,Miner,1,94,93,17,52,43
Lu,75,Female,Merchant,12,5,91,85,83,20
Lorinda,17,Female,Merchant,26,89,83,12,26,4
Larue,15,Female,Miner,93,58,67,75,28,57
Florene,75,Female,Mercenary,41,23,3,61,74,83
Demetra,100,Female,Scavenger,74,54,62,70,52,0
Dedra,41,Female,Panhandler,3,96,89,31,52,23
Ciara,57,Female,Miner,35,85,68,43,98,75
Chantelle,17,Female,Miner,33,29,27,84,80,59
Ashly,13,Female,Farmer,32,43,54,60,35,56
Suzy,45,Female,Scavenger,51,13,4,67,41,77
Rosalva,91,Female,Adventurer,15,12,97,67,87,11
Noelia,77,Female,Merchant,60,95,38,99,60,21
Lyda,10,Female,None,13,66,14,0,35,50
Leatha,64,Female,Scavenger,89,67,61,13,7,78
Krystyna,25,Female,Panhandler,77,98,67,54,46,60
Kristan,78,Female,Panhandler,89,30,22,90,96,46
Elna,52,Female,Farmer,58,59,73,26,24,33
Davina,80,Female,Miner,41,4,99,82,4,55
Cierra,60,Female,Panhandler,63,59,28,22,38,54
Ashlie,60,Female,Farmer,13,72,99,62,4,83
Albertha,35,Female,Panhandler,55,5,25,90,83,98
Tanesha,15,Female,None,11,85,1,46,45,73
Stephani,72,Female,None,56,72,83,4,89,78
Karri,86,Female,Farmer,81,35,26,96,4,59
Darline,89,Female,Adventurer,65,75,58,17,54,45
Darcie,86,Female,Merchant,11,16,86,64,76,36
Cinda,42,Female,Panhandler,38,91,80,37,47,17
Cheyenne,23,Female,Adventurer,96,33,73,68,31,84
Cherrie,95,Female,Farmer,24,71,63,9,2,81
Awilda,46,Female,Scavenger,86,84,34,43,35,35
Almeda,14,Female,Adventurer,34,86,42,30,45,3
Rolanda,74,Female,Miner,53,55,42,45,97,79
Zina,72,Female,Farmer,75,9,96,80,80,31
Zena,84,Female,Mercenary,4,6,61,40,20,33
Velia,57,Female,Farmer,62,34,66,1,53,44
Tanika,21,Female,Adventurer,65,35,6,74,79,84
Paul,43,Female,Farmer,53,70,21,12,22,38
Charissa,24,Female,Miner,0,73,4,50,61,69
Thomas,22,Female,Craftsman,12,0,75,44,65,10
Talia,68,Female,Craftsman,89,63,1,90,14,4
Margarete,85,Female,Farmer,92,29,70,48,31,59
Lavonda,95,Female,None,82,59,57,71,22,14
Kaylee,63,Female,Farmer,70,85,17,17,3,8
Kathlene,37,Female,Craftsman,59,72,57,58,63,50
Jonna,83,Female,Mercenary,4,68,91,24,7,48
Irena,66,Female,Craftsman,13,7,27,40,41,1
Ilona,38,Female,Merchant,43,49,24,99,31,81
Idalia,81,Female,Merchant,98,1,83,18,71,27
Candis,72,Female,Miner,48,42,84,12,63,58
Candance,59,Female,Adventurer,12,49,80,60,55,40
Lanette,53,Female,Craftsman,45,54,48,13,31,100
Jerilyn,47,Female,Adventurer,92,9,82,14,38,25
Gisele,33,Female,Mercenary,58,61,81,81,1,68
Evalyn,76,Female,Miner,11,57,93,48,86,10
Cyndi,58,Female,Farmer,7,55,16,12,48,82
Cleta,74,Female,Craftsman,29,51,47,41,4,36
Carin,94,Female,Panhandler,94,12,89,20,86,16
Brandee,48,Female,Craftsman,21,36,95,18,33,94
Anitra,51,Female,Craftsman,87,8,65,24,72,89
Alida,50,Female,Farmer,48,29,42,42,65,7
Sigrid,85,Female,None,3,65,6,92,1,8
Nicolette,52,Female,Merchant,9,97,75,81,71,31
Maryjo,91,Female,Adventurer,17,83,26,48,12,92
Linette,72,Female,Craftsman,78,41,85,51,86,99
Hedwig,34,Female,Farmer,20,22,43,13,90,72
Christiana,24,Female,Scavenger,72,20,93,57,61,45
Evelia,28,Female,Craftsman,38,66,40,5,32,57
Davida,17,Female,Merchant,19,100,10,24,21,38
Cherri,65,Female,Craftsman,83,3,95,86,50,34
Cecily,34,Female,Adventurer,9,40,63,71,28,34
Ashely,92,Female,Mercenary,41,66,86,39,68,18
Annabel,76,Female,Adventurer,37,35,32,94,9,5
Agustina,68,Female,Craftsman,12,8,15,95,34,63
Wanita,23,Female,Scavenger,44,80,12,36,75,0
Shirly,74,Female,Adventurer,13,97,87,87,64,67
Rosaura,24,Female,Mercenary,18,18,80,36,42,3
Hulda,99,Female,Craftsman,50,76,4,25,88,35
Eun,92,Female,Mercenary,2,17,81,57,44,15
Bailey,13,Female,Scavenger,57,7,85,45,70,22
Yetta,49,Female,Craftsman,59,92,22,51,62,8
Verona,26,Female,Craftsman,18,66,47,38,63,81
Thomasina,93,Female,None,72,74,11,31,25,28
Sibyl,93,Female,Scavenger,34,45,23,74,30,95
Shannan,83,Female,Scavenger,16,47,11,24,28,90
Cassidy,27,Female,None,16,21,44,18,32,73
Alexia,62,Female,Craftsman,40,96,39,68,94,15
Tressie,36,Female,Mercenary,57,74,28,20,94,42
Modesta,38,Female,Farmer,15,45,26,95,82,100
Lupita,14,Female,Miner,41,62,93,66,78,37
Lita,75,Female,Adventurer,49,57,5,69,27,9
Gladis,14,Female,Mercenary,40,39,48,66,84,48
Mechelle,43,Female,Miner,1,12,57,22,48,62
Lue,24,Female,None,53,16,43,66,85,59
Leandra,37,Female,Merchant,11,99,71,84,45,50
Lani,17,Female,Scavenger,55,41,5,61,12,75
Kylee,64,Female,Panhandler,6,82,17,81,94,95
Kandy,55,Female,Adventurer,21,79,24,53,65,73
Jolynn,57,Female,Craftsman,47,96,54,58,8,52
Ferne,11,Female,Mercenary,20,47,41,48,79,56
Eboni,64,Female,Scavenger,44,59,60,68,31,49
Juan,68,Female,Miner,68,82,21,48,55,61
Jammie,59,Female,Mercenary,41,27,14,20,4,4
Hortensia,87,Female,None,12,10,53,11,35,69
Gaynell,60,Female,Craftsman,58,44,75,96,58,65
Cameron,25,Female,Scavenger,37,45,68,30,17,60
Adria,57,Female,Miner,42,22,67,63,100,71
Vina,71,Female,Mercenary,9,35,84,33,0,43
Vicenta,73,Female,Mercenary,68,70,75,94,26,10
Tangela,41,Female,Merchant,13,58,10,41,60,67
Stephine,48,Female,Merchant,45,64,21,8,84,55
Norine,45,Female,Farmer,66,34,88,34,98,73
Nella,84,Female,Farmer,53,21,18,62,79,73
Liana,10,Female,Miner,23,89,88,67,96,69
Leslee,88,Female,Mercenary,30,90,63,9,78,8
Kimberely,45,Female,Adventurer,37,11,79,48,77,74
Iliana,25,Female,Craftsman,30,96,36,15,27,57
Glory,79,Female,Merchant,39,76,24,31,69,18
Felica,81,Female,Scavenger,56,33,4,49,34,62
Corene,32,Female,Scavenger,96,22,11,20,100,78
Alysia,85,Female,Farmer,89,63,19,99,38,100
Zula,20,Female,Farmer,76,12,73,27,36,16
Nada,14,Female,Adventurer,42,11,72,48,1,6
Moira,69,Female,Mercenary,18,88,42,0,27,3
Lyndsay,26,Female,Miner,51,59,6,78,99,2
Lorretta,70,Female,None,25,56,75,70,40,14
Emogene,22,Female,Adventurer,63,51,81,15,31,97
Elfriede,42,Female,Adventurer,80,50,70,59,4,60
Eden,53,Female,Panhandler,68,67,31,83,43,62
Eartha,49,Female,Merchant,85,27,94,12,87,47
Carma,74,Female,Craftsman,78,13,70,23,85,75
Bea,72,Female,Panhandler,29,48,44,64,86,15
Ocie,97,Female,Scavenger,9,22,49,93,18,85
Marry,38,Female,Adventurer,62,23,46,84,55,64
Lennie,88,Female,Scavenger,25,77,91,63,37,6
Kirstin,13,Female,Farmer,56,26,48,64,85,26
Kacey,50,Female,Merchant,17,9,68,75,68,36
Johnetta,58,Female,Scavenger,23,34,55,39,58,4
Joey,62,Female,None,96,37,66,18,38,21
Joetta,82,Female,Craftsman,38,69,38,33,40,20
Jeraldine,56,Female,Scavenger,68,79,32,96,14,72
Jaunita,89,Female,Craftsman,70,43,4,83,48,64
Elana,22,Female,Adventurer,57,78,99,44,87,74
Dorthea,73,Female,Merchant,44,80,37,78,24,87
Cami,17,Female,Panhandler,98,16,8,51,25,53
Amada,53,Female,Miner,93,33,28,24,29,24
Adelia,19,Female,Scavenger,11,29,48,58,57,41
Vernita,100,Female,Mercenary,40,69,28,100,2,88
Tamar,31,Female,Mercenary,58,77,39,32,12,38
Siobhan,45,Female,Scavenger,79,68,98,92,51,18
Renea,44,Female,Scavenger,95,3,64,48,33,65
Rashida,17,Female,Craftsman,68,25,64,57,48,28
Ouida,35,Female,Scavenger,87,9,38,76,52,24
Kiara,90,Female,Mercenary,50,73,68,84,27,67
Jacalyn,99,Female,Adventurer,1,75,95,10,28,67
Carlota,32,Female,Mercenary,57,3,40,55,20,1
Arielle,39,Female,Merchant,27,89,100,23,32,15
Yu,21,Female,Merchant,35,87,11,73,65,23
Star,71,Female,Panhandler,90,94,1,58,33,28
Otilia,23,Female,Mercenary,43,92,77,24,36,44
Odell,80,Female,Craftsman,15,23,89,84,20,2
Nilsa,83,Female,Panhandler,82,90,44,44,95,43
Meryl,88,Female,Scavenger,66,71,99,63,6,47
Kristyn,86,Female,Craftsman,84,17,87,82,63,24
Julieta,96,Female,Farmer,82,82,77,32,46,49
Danica,23,Female,Panhandler,63,12,5,74,53,93
Breanne,14,Female,None,28,63,78,1,60,18
Aurea,76,Female,Merchant,88,29,10,93,64,30
Anglea,44,Female,Mercenary,35,29,1,8,31,66
Kathlyn,85,Female,Panhandler,81,25,69,36,100,42
Fiona,10,Female,Adventurer,20,87,12,7,8,0
Charlette,43,Female,Scavenger,2,10,23,21,81,36
Suzie,75,Female,Farmer,6,76,4,20,63,84
Shantell,19,Female,None,51,81,42,80,9,45
Sabra,94,Female,Miner,96,41,16,0,80,18
Racquel,34,Female,Panhandler,41,74,3,80,4,3
Myong,40,Female,Craftsman,85,97,14,46,56,34
Mira,20,Female,Craftsman,99,99,29,45,23,12
Martine,95,Female,None,27,34,33,97,28,51
Lucienne,44,Female,Adventurer,28,47,18,8,97,76
Lavada,82,Female,Farmer,95,17,66,25,33,16
Juliann,46,Female,Mercenary,29,30,58,62,97,93
Johnie,49,Female,Merchant,44,49,10,73,98,12
Elvera,58,Female,Adventurer,54,85,55,16,48,15
Delphia,14,Female,Craftsman,96,10,77,0,79,43
Clair,16,Female,None,48,5,16,96,75,64
Christiane,41,Female,Adventurer,99,89,23,93,18,40
Sherron,33,Female,Mercenary,5,89,32,38,50,46
Odette,88,Female,Miner,85,90,19,86,72,15
Malia,29,Female,Merchant,35,14,83,77,57,58
Lorelei,71,Female,Merchant,57,48,27,20,58,87
Lin,16,Female,Mercenary,4,55,35,45,65,92
Leesa,60,Female,Merchant,60,57,3,16,63,4
Kenna,18,Female,Scavenger,25,3,98,77,18,52
Charolette,58,Female,Farmer,21,93,57,21,37,62
Carri,67,Female,Adventurer,44,88,81,81,9,87
Augustine,48,Female,Panhandler,46,47,93,40,69,76
Asha,14,Female,None,74,65,26,60,91,40
Angella,89,Female,Adventurer,0,2,46,42,27,25
Paola,70,Female,Craftsman,73,84,22,51,98,71
Ninfa,76,Female,Adventurer,49,30,98,71,81,54
Leda,18,Female,None,43,37,41,0,53,40
Lai,69,Female,Mercenary,23,49,47,31,70,0
Kecia,90,Female,Mercenary,16,35,16,41,54,48
Kathryne,55,Female,Craftsman,82,81,27,52,93,41
Karlene,43,Female,Mercenary,7,78,96,87,7,66
Julissa,69,Female,None,0,97,75,79,24,73
Jettie,55,Female,Adventurer,30,87,46,44,19,80
Jenniffer,81,Female,Mercenary,6,33,44,77,81,56
Hui,13,Female,Craftsman,98,46,61,93,83,95
Corrina,59,Female,Mercenary,56,69,49,27,29,68
Christopher,56,Female,Miner,80,4,97,99,60,78
Carolann,21,Female,None,64,38,38,1,74,76
Alena,49,Female,Farmer,54,0,34,74,24,91
Tess,55,Female,Scavenger,44,71,8,72,32,54
Rosaria,39,Female,Farmer,29,71,100,12,98,34
Myrtice,80,Female,None,20,33,49,24,51,97
Marylee,29,Female,Adventurer,72,52,54,31,94,49
Liane,50,Female,None,8,68,51,88,100,54
Kenyatta,73,Female,Miner,11,61,84,19,17,54
Judie,15,Female,Merchant,0,97,90,97,70,8
Eda,76,Female,None,34,40,81,2,23,12
Sunshine,61,Female,Scavenger,75,56,57,97,83,95
Stefani,50,Female,Farmer,83,46,66,28,46,17
Shanell,76,Female,Mercenary,27,67,5,2,58,78
Palma,58,Female,Adventurer,65,29,90,40,52,18
Machelle,66,Female,Merchant,65,22,0,83,3,12
Lissa,63,Female,Panhandler,84,52,90,9,82,61
Janey,93,Female,Merchant,31,15,9,59,16,30
In,21,Female,Panhandler,34,18,72,73,43,89
Elmira,23,Female,Panhandler,96,2,15,7,4,46
Eldora,21,Female,None,17,34,36,22,54,87
Denna,53,Female,Merchant,8,51,92,87,87,79
Cristi,93,Female,Miner,56,16,46,77,77,48
Cathi,16,Female,Craftsman,36,18,6,94,39,22
Zaida,48,Female,Craftsman,53,63,39,73,96,26
Vonnie,83,Female,Craftsman,89,61,47,50,51,63
Felice,62,Female,Scavenger,74,24,73,87,0,2
Deneen,21,Female,Adventurer,51,72,65,4,89,59
Adina,29,Female,Adventurer,75,100,66,88,70,73
Wynona,100,Female,Scavenger,64,8,99,37,73,32
Tarsha,89,Female,Panhandler,90,31,97,3,76,89
Sheron,33,Female,Mercenary,51,56,98,59,30,97
Shasta,73,Female,None,27,37,66,65,44,93
Shanita,68,Female,Mercenary,0,84,86,50,30,30
Shani,91,Female,Mercenary,89,50,66,68,77,17
Shandra,58,Female,None,14,60,92,9,21,68
Randa,40,Female,Merchant,69,60,65,42,2,76
Pinkie,51,Female,Farmer,100,94,62,1,24,93
Paris,48,Female,Panhandler,70,64,19,79,86,56
Nelida,85,Female,Mercenary,12,1,11,2,38,27
Marilou,64,Female,Scavenger,0,14,51,27,42,47
Lyla,46,Female,Miner,47,15,34,12,77,13
Laurene,16,Female,Mercenary,86,76,70,58,55,75
Laci,54,Female,Adventurer,13,18,1,15,72,4
Viva,33,Female,Adventurer,76,82,15,4,29,42
Vernie,67,Female,None,81,74,68,48,24,12
Rosaline,24,Female,Mercenary,79,65,45,100,38,100
Mariela,29,Female,Merchant,80,61,47,44,99,82
Luciana,98,Female,Scavenger,23,57,85,23,84,42
Lesli,38,Female,Farmer,2,40,92,65,45,76
Karan,99,Female,Mercenary,100,71,36,49,93,71
Joi,76,Female,Scavenger,68,87,53,90,18,70
Janene,18,Female,Mercenary,87,21,22,76,17,34
Dorotha,24,Female,None,50,31,38,62,77,52
Daniele,19,Female,Scavenger,99,71,75,97,82,92
Dani,58,Female,Craftsman,48,1,24,95,66,66
Carolynn,42,Female,Farmer,60,91,5,79,43,55
Carlyn,40,Female,Merchant,99,65,64,47,42,16
Berenice,31,Female,Farmer,30,36,34,22,59,35
Ayesha,64,Female,Scavenger,7,47,90,60,53,35
Anneliese,65,Female,Miner,89,60,55,68,40,51
Alethea,19,Female,Miner,90,75,64,33,69,81
Thersa,64,Female,Adventurer,63,88,20,41,35,10
Tamiko,75,Female,Farmer,79,54,55,76,86,88
Rufina,86,Female,Mercenary,68,95,50,82,64,44
Oliva,79,Female,None,45,99,92,51,84,8
Mozell,72,Female,Adventurer,32,82,33,5,53,10
Marylyn,62,Female,Panhandler,5,52,16,85,72,31
Madison,99,Female,Adventurer,61,89,56,11,35,91
Kristian,38,Female,Craftsman,75,1,79,55,83,2
Kathyrn,67,Female,None,52,99,99,18,43,36
Kasandra,40,Female,Merchant,86,17,16,74,48,21
Kandace,71,Female,Mercenary,33,60,40,90,75,67
Janae,79,Female,None,82,21,75,55,5,18
Gabriel,18,Female,Adventurer,1,56,9,93,91,97
Debbra,31,Female,Mercenary,44,95,73,23,27,40
Domenica,32,Female,Mercenary,11,49,81,48,19,39
Dannielle,24,Female,Mercenary,32,82,62,13,60,0
Chun,45,Female,None,62,86,88,9,41,26
Buffy,19,Female,Scavenger,7,67,45,34,23,29
Arcelia,65,Female,Craftsman,35,100,38,2,63,25
Aja,42,Female,Panhandler,2,19,97,17,50,5
Zenobia,37,Female,Panhandler,27,81,85,61,77,63
Barbie,79,Female,Scavenger,82,43,38,87,68,87
Sharen,23,Female,Craftsman,80,89,82,21,81,40
Sharee,67,Female,Merchant,80,51,54,8,58,89
Patrick,43,Female,Scavenger,68,60,94,68,66,8
Felisa,42,Female,Miner,21,94,76,16,89,26
Emelia,51,Female,None,15,5,65,21,46,73
Eleanora,44,Female,None,91,73,8,35,41,40
Cythia,35,Female,Farmer,58,1,33,85,0,18
Cristin,10,Female,Farmer,33,96,45,53,75,91
Clyde,83,Female,Miner,73,35,66,36,7,91
Claribel,88,Female,Farmer,7,94,99,63,47,75
Caron,14,Female,Miner,24,69,28,49,22,66
Anastacia,81,Female,Farmer,32,29,72,77,13,94
Zulma,15,Female,Scavenger,22,85,78,77,65,82
Zandra,50,Female,Miner,49,1,31,10,8,96
Yoko,81,Female,Craftsman,31,42,43,6,18,1
Tenisha,16,Female,Adventurer,67,16,1,55,74,82
Susann,95,Female,Farmer,46,4,55,42,48,91
Sherilyn,95,Female,None,90,15,48,37,59,3
Shay,77,Female,Craftsman,66,32,71,69,89,74
Shawanda,94,Female,Panhandler,53,75,29,85,81,58
Sabine,67,Female,Adventurer,64,49,54,9,37,18
My,54,Female,Craftsman,50,83,22,14,48,54
Lavinia,81,Female,Craftsman,50,5,43,61,59,3
Kum,62,Female,Mercenary,55,82,44,49,26,61
Kacie,18,Female,Adventurer,100,58,53,97,30,23
Jackeline,67,Female,Adventurer,6,93,43,66,24,0
Huong,39,Female,Panhandler,61,31,99,36,96,78
Page,55,Female,Scavenger,53,6,53,19,75,23
Romana,59,Female,Merchant,55,18,13,100,66,86
Mathilda,98,Female,Merchant,15,20,84,21,28,89
Linsey,40,Female,Craftsman,10,18,4,60,14,24
Keiko,36,Female,Merchant,34,46,29,13,0,88
Joana,52,Female,Miner,30,98,68,15,78,75
Georgetta,63,Female,Adventurer,4,82,75,76,87,37
Eugenie,20,Female,None,7,62,44,91,42,17
Isela,29,Female,Adventurer,0,89,6,14,62,91
Gretta,51,Female,Merchant,55,43,68,66,62,77
Dusty,79,Female,Farmer,50,10,79,81,20,76
Desirae,29,Female,None,74,16,8,20,40,49
Corazon,10,Female,Panhandler,92,56,62,54,52,7
Delora,71,Female,Farmer,61,82,55,4,18,77
Antonina,58,Female,Farmer,35,62,40,51,43,85
Anika,87,Female,Miner,52,80,54,52,67,31
Willene,36,Female,None,64,19,37,55,55,89
Tracee,90,Female,None,79,10,96,31,53,88
Tamatha,56,Female,Panhandler,100,87,52,86,26,58
Regan,28,Female,Mercenary,32,10,94,52,79,35
Nichelle,65,Female,Mercenary,26,66,73,20,5,24
Maegan,35,Female,Miner,22,75,80,81,83,98
Mickie,22,Female,Craftsman,46,5,63,36,80,16
Lanita,82,Female,None,52,85,48,26,20,11
Luana,87,Female,Adventurer,91,77,18,84,54,11
Edelmira,80,Female,Scavenger,58,48,61,31,38,27
Kelsie,68,Female,None,13,31,3,84,56,82
Afton,53,Female,Merchant,81,7,17,19,55,25
Bree,12,Female,None,93,50,92,33,54,100
Shena,37,Female,Farmer,31,78,51,72,15,17
Teodora,96,Female,Merchant,10,44,46,64,86,19
Tamie,38,Female,Scavenger,87,97,66,33,26,81
Linh,38,Female,None,43,68,19,17,77,41
Meg,23,Female,Merchant,96,19,74,58,95,47
Kaci,35,Female,Scavenger,42,24,99,94,63,46
Keli,86,Female,Merchant,1,92,57,33,26,89
Britt,98,Female,Mercenary,65,13,74,33,53,46
Danyelle,67,Female,None,45,92,35,97,1,3
Albertine,84,Female,Farmer,33,39,80,85,2,3
Arlette,86,Female,Panhandler,51,49,31,23,39,3
Tiffiny,63,Female,Scavenger,68,99,65,44,18,12
Adelle,60,Female,Miner,31,59,90,93,44,48
Simona,50,Female,Miner,39,75,25,41,89,57
Stormy,10,Female,Panhandler,86,15,87,74,39,1
Nicolasa,80,Female,Miner,64,46,55,97,3,10
Numbers,16,Female,Mercenary,32,76,16,77,60,37
Nia,22,Female,Merchant,79,57,63,5,15,85
Nichol,16,Female,Merchant,36,70,68,30,20,73
Nakisha,84,Female,Farmer,7,90,73,94,10,36
Mee,15,Female,Craftsman,94,23,54,7,25,70
Maira,44,Female,Craftsman,26,35,9,81,32,39
Loreen,44,Female,Adventurer,41,2,90,90,58,54
Kizzy,15,Female,None,19,28,54,4,39,98
Johnny,17,Female,Craftsman,53,10,18,28,26,38
Jay,49,Female,Panhandler,73,7,33,68,36,75
Fallon,46,Female,None,64,15,44,36,81,39
Christene,96,Female,Mercenary,96,22,53,45,27,13
Bobbye,93,Female,Mercenary,81,53,46,6,89,47
Anthony,59,Female,Scavenger,41,51,82,92,58,73
Ying,53,Female,Scavenger,17,86,14,83,19,22
Vincenza,93,Female,Miner,22,12,86,61,55,4
Tanja,79,Female,None,61,81,12,61,91,71
Rubie,28,Female,Farmer,44,79,4,39,51,4
Roni,45,Female,Craftsman,100,29,30,92,80,43
Queenie,74,Female,None,48,22,100,90,45,89
Margarett,78,Female,Craftsman,6,100,19,15,59,98
Kimberli,80,Female,Farmer,17,59,54,18,38,43
Irmgard,22,Female,None,26,2,71,58,99,60
Dania,54,Female,None,43,60,11,23,7,45
Carl,11,Female,Adventurer,69,82,2,84,66,87
Carie,50,Female,None,29,92,53,23,44,41
Antonio,58,Female,Mercenary,38,64,54,28,68,25
Wai,31,Female,Panhandler,7,95,83,76,15,62
Sang,55,Female,Craftsman,36,4,76,93,71,45
Risa,80,Female,Miner,95,54,41,59,63,8
Rikki,69,Female,Farmer,14,61,53,31,84,68
Particia,89,Female,Scavenger,22,78,94,64,83,57
Mui,58,Female,Miner,64,72,76,99,28,10
Masako,43,Female,Adventurer,70,27,82,91,65,62
Mario,40,Female,Scavenger,75,63,21,26,49,50
Luvenia,20,Female,None,45,46,88,41,78,11
Loree,19,Female,Miner,53,36,2,62,75,27
Loni,63,Female,Farmer,12,51,70,30,60,58
Lien,72,Female,Mercenary,72,0,91,56,81,13
Kevin,14,Female,Farmer,74,11,36,9,71,85
Gigi,96,Female,Craftsman,46,35,85,63,83,93
Idell,38,Female,Farmer,84,85,57,90,15,38
Hilma,14,Female,Adventurer,85,48,37,60,86,71
Evelina,90,Female,Scavenger,35,29,38,41,33,15
Esta,35,Female,Panhandler,16,69,70,74,31,89
Emilee,46,Female,Farmer,56,33,60,29,58,55
Dennise,66,Female,Mercenary,13,49,24,85,96,45
